58|Người lái xe hạng D1, D2, C1E, CE phải đủ bao nhiêu tuổi trở lên?|23 tuổi.|24 tuổi.|27 tuổi.|30 tuổi.||2|1|0|0|58|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): Xe dưới 50cm3: 16; Hạng A1, A, B1, B, C1: 18; Hạng C, BE: 21; Hạng D1, D2, C1E, CE: 24; Hạng D, D1E, D2E, DE: 27.
59|Người đủ bao nhiêu tuổi trở lên thì được điều khiển xe gắn máy?|16 tuổi.|17 tuổi.|18 tuổi.|15 tuổi.||1|1|36|54|59|1|1|1|1||Xe gắn máy từ 16 tuổi;
60|Người có GPLX mô tô hạng A1 không được phép điều khiển loại xe nào dưới đây?|Xe mô tô có dung tích xi-lanh 125 cm3.|Xe mô tô có dung tích xi-lanh trên 175 cm3.|Xe mô tô có dung tích xi-lanh 100 cm3.|||2|1|37|55|60|1|1|1|1||Hạng A1 cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW;
61|Người có GPLX mô tô hạng A1 được phép điều khiển loại xe nào dưới đây?|Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW.|Xe mô tô hai bánh có dung tích xi-lanh trên 125 cm3 hoặc có công suất động cơ điện trên 11 kW.|Cả ý 1 và ý 2.|||1|1|38|56|61|1|1|1|1||Hạng A1 cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW;
62|Người có GPLX mô tô hạng A được phép điều khiển loại xe nào dưới đây?|Xe mô tô hai bánh có dung tích xi-lanh đến 125 cm3 hoặc có công suất động cơ điện đến 11 kW.|Xe mô tô hai bánh có dung tích xi-lanh trên 125 cm3 hoặc có công suất động cơ điện trên 11 kW.|Cả ý 1 và ý 2.|||2|1|0|57|62|1|1|1|1||Hạng A cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh trên 125 cm3 hoặc có công suất động cơ điện trên 11 kW;
63|Người có GPLX hạng B1 được phép điều khiển loại xe nào dưới đây?|Xe mô tô ba bánh.|Xe mô tô hai bánh có dung tích xi-lanh từ 175 cm3 trở lên.|Các loại máy kéo nhỏ có trọng tải đến 1.000 kg.|||1|1|0|58|63|1|1|1|1||Hạng B1 cấp cho người lái xe mô tô ba bánh;
64|Người có GPLX hạng B được phép điều khiển loại xe nào dưới đây?|Xe ô tô chở người đến 09 chỗ (không kể chỗ của người lái xe); xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg; các loại xe ô tô quy định cho giấy phép lái xe hạng B kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg.|Xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe).|Xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg; các loại xe ô tô quy định cho giấy phép lái xe hạng B kéo rơ moóc có khối lượng toàn bộ theo thiết kế đến 750 kg.|Cả ý 2 và ý 3.||8|1|0|0|64|1|1|1|1||Hạng B: đến 08 chỗ (không kể lái xe); ô tô tải và chuyên dùng đến 3.500 kg; kéo rơ moóc đến 750 kg;
65|Người có GPLX hạng C1 được phép điều khiển loại xe nào dưới đây?|Xe ô tô tải có khối lượng toàn bộ theo thiết kế trên 7.500 kg.|Xe ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 7.500 kg.|Xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 3.500 kg đến 7.500 kg.|Cả ý 1 và ý 2.||4|1|0|0|65|1|1|1|1||Hạng C1: ô tô tải và chuyên dùng trên 3.500 kg đến 7.500 kg và Hạng B.
66|Người có GPLX hạng C được phép điều khiển loại xe nào dưới đây?|Xe ô tô tải có khối lượng toàn bộ theo thiết kế trên 7.500 kg.|Xe ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 7.500 kg.|Xe ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 3.500 kg đến 7.500 kg.|Cả ý 1 và ý 2.||8|1|0|0|66|1|1|1|1||Hạng C: ô tô tải và chuyên dùng trên 7.500 kg và Hạng B, C1.
67|Người có GPLX hạng D1 được phép điều khiển loại xe nào dưới đây?|Xe ô tô chở người trên 08 chỗ (không kể chỗ của người lái xe) đến 16 chỗ (không kể chỗ của người lái xe).|Xe ô tô chở người trên 16 chỗ (không kể chỗ của người lái xe) đến 29 chỗ (không kể chỗ của người lái xe).|Xe ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe).|Cả ý 1 và ý 2.||1|1|0|0|67|1|1|1|1||Hạng D1: trên 08 chỗ đến 16 chỗ (không kể lái xe); và Hạng B, C1, C;
68|Người có GPLX hạng D2 được phép điều khiển loại xe nào dưới đây?|Xe ô tô chở người trên 16 chỗ (không kể chỗ của người lái xe) đến 29 chỗ (không kể chỗ của người lái xe).|Xe ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe).|Cả ý 1 và ý 2.|||1|1|0|0|68|1|1|1|1||Hạng D2: trên 16 chỗ đến 29 chỗ (không kể lái xe); và các hạng B, C1, C, D1;
68|Người có GPLX hạng D được phép điều khiển loại xe nào dưới đây?|Xe ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe).|Xe ô tô quy định cho giấy phép lái xe hạng B kéo rơ moóc có khối lượng toàn bộ theo thiết kế trên 750 kg.|Xe ô tô quy định cho giấy phép lái xe hạng D kéo rơ moóc có khối lượng toàn bộ theo thiết kế trên 750 kg.|Xe khách nối toa.||1|1|0|0|68|1|1|1|1||Hạng D: trên 29 chỗ (không kể lái xe); xe giường nằm; và các hạng B, C1, C, D1, D2;
69|Người có GPLX hạng CE được phép điều khiển loại xe nào dưới đây?|Xe ô tô quy định cho giấy phép lái xe hạng C kéo rơ moóc có khối lượng toàn bộ theo thiết kế trên 750 kg.|Xe ô tô đầu kéo kéo sơ mi rơ moóc.|Cả ý 1 và ý 2.|||4|1|0|0|69|1|1|1|1||Hạng CE: hạng C kéo rơ moóc trên 750 kg; xe ô tô đầu kéo kéo sơ mi rơ moóc;
70|Người có GPLX hạng DE được phép điều khiển loại xe nào dưới đây?|Xe ô tô đầu kéo kéo sơ mi rơ moóc.|Xe ô tô quy định cho giấy phép lái xe hạng D kéo rơ moóc có khối lượng toàn bộ theo thiết kế trên 750 kg.|Xe ô tô chở khách nối toa.|Cả ý 2 và ý 3||8|1|0|0|70|1|1|1|1||Hạng DE: hạng D kéo rơ moóc trên 750 kg; xe ô tô chở khách nối toa.
71|Người có GPLX hạng B với điều kiện hạn chế “Chỉ điều khiển xe ô tô hạng B chuyển số tự động (bao gồm cả xe ô tô điện)” được phép điều khiển loại xe nào dưới đây?|Xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) chuyển số tự động.|Xe ô tô điện.|Ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500 kg chuyển số tự động.|Tất cả các ý trên.||8|1|0|0|71|1|1|1|1||Hạng B xe số tự động: đến 08 chỗ (không kể lái xe); xe ô tô tải và ô tô chuyên dùng đến 3.500 kg; kéo rơ moóc đến 750 kg;
77|Khi dạy thực hành lái xe, giáo viên phải mang theo các giấy tờ gì dưới đây?|Phù hiệu “Giáo viên dạy lái xe”, giấy phép xe tập lái, chứng nhận đăng ký xe, giấy phép lái xe phù hợp với loại xe đang điều khiển và chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.|Phù hiệu “học viên tập lái xe” và kế hoạch học tập của khóa học.|Giấy chứng nhận giáo viên dạy thực hành lái xe.|||1|1|0|0|77|1|1|1|1||Đầy đủ mọi loại giấy tờ và phù hiệu.
78|Xe ô tô tập lái trên đường giao thông phải đảm bảo các điều kiện gì dưới đây?|Xe tập lái được gắn 02 biển “TẬP LÁI” trước và sau xe; có hệ thống phanh phụ được lắp đặt bảo đảm hiệu quả phanh, được bố trí bên ghế ngồi của giáo viên dạy thực hành lái xe.|Có thiết bị giám sát thời gian và quãng đường học thực hành lái xe của học viên; xe tập lái loại ô tô tải thùng có mui che mưa, che nắng, ghế ngồi cho học viên; có giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường phương tiện giao thông cơ giới đường bộ còn hiệu lực.|Cả ý 1 và ý 2.|||4|1|0|0|78|1|1|1|1||Gắn biển “TẬP LÁI” và và có thiết bị giám sát.
80|Người điều khiển phương tiện tham gia giao thông đường bộ phải mang theo các giấy tờ gì?|Giấy chứng nhận tốt nghiệp khoá đào tạo của hạng xe đang điều khiển, đăng ký xe, giấy phép lưu hành xe.|Chứng nhận đăng ký xe, giấy phép lái xe phù hợp với loại xe đang điều khiển, chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới, chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới.|Cả ý 1 và ý 2.|||2|1|0|64|80|1|1|1|1||Giấy tờ không cần giấy chứng nhận tốt nghiệp.
81|Giấy phép lái xe bị thu hồi trong trường hợp nào?|Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe.|Giấy phép lái xe quá hạn.|Giấy phép lái xe bị mất.|||1|1|43|65|81|1|1|1|1||Không đủ sức khỏe.
90|Khu vực nào người lái xe không được phép quay đầu xe?|Phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, gầm cầu vượt, ngầm, tại nơi đường bộ giao nhau cùng mức với đường sắt.|Trong khu dân cư.|Khu vực trường học.|||1|1|0|74|90|1|1|1|1||Không quay xe ở phần đường dành cho người đi bộ qua đường.
91|Người lái xe phải làm gì khi quay đầu xe trên cầu, ngầm hay nơi đường bộ giao nhau cùng mức với đường sắt?|Không được quay đầu xe.|Lợi dụng chỗ rộng và phải có người làm tín hiệu sau xe để bảo đảm an toàn.|Lợi dụng chỗ rộng có thể quay đầu được để quay đầu xe cho an toàn.|||1|1|0|75|91|1|1|1|1|1|Không quay đầu xe trên cầu.
93|Khi lùi xe người lái xe phải làm gì để bảo đảm an toàn?|Quan sát phía sau và cho lùi xe ở tốc độ chậm.|Có tín hiệu lùi, nếu phía sau không có người hoặc phương tiện khác thì nhanh chóng lùi để đảm bảo an toàn.|Quan sát hai bên và phía sau xe, có tín hiệu lùi và chỉ lùi xe khi bảo đảm an toàn.|||4|1|0|77|93|1|1|1|1||Quan sát hai bên và phía sau xe, tín hiệu và lùi chậm.
97|Tại nơi đường giao nhau giữa đường không ưu tiên với đường ưu tiên, người lái xe đang đi trên đường không ưu tiên phải nhường đường như thế nào là đúng quy tắc giao thông?|Nhường đường cho xe đi ở bên phải mình tới.|Nhường đường cho xe đi ở bên trái mình tới.|Nhường đường cho xe đi trên đường ưu tiên từ bất kỳ hướng nào tới.|||4|1|54|80|97|1|1|1|1||Nhường đường cho xe trên đường ưu tiên.
99|Khi đi tới đoạn đường bộ giao nhau cùng mức với đường sắt không có người gác, chắn đường bộ, chuông, đèn tín hiệu, người tham gia giao thông đường bộ phải làm gì để đảm bảo an toàn giao thông?|Dừng lại về bên phải đường của mình, trước vạch dừng xe và và quan sát hai phía, khi không có phương tiện giao thông đường sắt tới mới được đi qua.|Quan sát hai phía, khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.|Dừng lại khoảng cách tối thiểu 3m tính từ ray đường sắt gần nhất, khi không có phương tiện giao thông đường sắt tới thì nhanh chóng đi qua.|||1|1|0|82|99|1|1|1|1|1|Dừng lại, quan sát hai phía rồi mới đi qua.
100|Khi đi tới đoạn đường bộ giao nhau cùng mức với đường sắt, có hiệu lệnh của nhân viên gác chắn, đèn đỏ sáng nhấp nháy, chuông kêu, chắn đường bộ đang dịch chuyển hoặc đã đóng, người tham gia giao thông đường bộ phải làm gì để đảm bảo an toàn giao thông?|Dừng lại về bên phải đường của mình, trước vạch dừng xe.|Dừng lại về bên trái đường của mình, trước vạch dừng xe.|Dừng lại giữa đường của mình, trước vạch dừng xe.|||1|1|56|83|100|1|1|1|1||Dừng lại về bên phải.
101|Trước khi nhập vào làn đường của đường cao tốc, người lái xe phải thực hiện như thế nào để bảo đảm an toàn?|Phải có tín hiệu xin vào và phải nhường đường cho xe đang chạy trên đường, quan sát xe phía sau bảo đảm khoảng cách an toàn mới cho xe nhập vào làn đường sát bên phải, nếu có làn đường tăng tốc thì phải cho xe chạy trên làn đường đó trước khi nhập vào làn đường của đường cao tốc.|Phải có tín hiệu xin vào và phải nhanh chóng vượt xe đang chạy trên đường để nhập vào dòng xe ở làn đường sát mép ngoài; nếu có làn đường tăng tốc thì phải cho xe chạy qua làn đường đó để vào làn đường của đường cao tốc.||||1|1|0|0|101|1|1|1|1|1|Xin vào phải nhường đường xe đang chạy trên cao tốc.
102|Trên đường cao tốc, người lái xe phải dừng xe, đỗ xe như thế nào để đảm bảo an toàn giao thông?|Chỉ được dừng xe, đỗ xe ở làn đường sát mép ngoài và phải có báo hiệu bằng đèn khẩn cấp.|Chỉ được dừng xe, đỗ xe ở nơi quy định, trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe thì được dừng xe, đỗ xe ở làn dừng khẩn cấp cùng chiều xe chạy và phải có báo hiệu bằng đèn khẩn cấp; trường hợp xe không thể di chuyển được vào làn dừng khẩn cấp, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách tối thiểu 150 mét.|Chỉ được dừng xe, đỗ xe ở làn đường bên trái và phải có báo hiệu bằng đèn khẩn cấp, đặt biển hoặc đèn cảnh báo về phía sau xe.|||2|1|0|0|102|1|1|1|1||Chỉ được dừng xe, đỗ xe ở nơi quy định.
103|Những trường hợp nào ghi ở dưới đây không được đi vào đường cao tốc trừ người, phương tiện giao thông đường bộ và thiết bị phục vụ việc quản lý, bảo trì đường cao tốc?|Chỉ được dừng xe, đỗ xe ở làn đường sát mép ngoài và phải có báo hiệu bằng đèn khẩn cấp.|Xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc.|Chỉ được dừng xe, đỗ xe ở làn đường bên trái và phải có báo hiệu bằng đèn khẩn cấp, đặt biển hoặc đèn cảnh báo về phía sau xe.|||2|1|0|84|103|1|1|1|1||Câu này sai nội dung. Khoản 2, Điều 25 Luật Trật tự an toàn giao thông đường bộ năm 2024
104|Người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông đường bộ theo quy định, còn phải tuân thủ những quy tắc giao thông nào dưới đây?|Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng báo hiệu; không dùng xe, đỗ xe trong hầm đường bộ; trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe, người lái xe, người điều khiển xe máy chuyên dùng phải đưa xe vào vị trí dừng xe, đỗ xe khẩn cấp, nếu không di chuyển được, phải có báo hiệu bằng đèn khẩn cấp và đặt biển hoặc đèn cảnh báo về phía sau xe khoảng cách bảo đảm an toàn.|Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu xa; được dừng xe, đỗ xe khi cần thiết|Phải cho xe chạy trên một làn đường và chỉ chuyên làn ở nơi được phép; được quay đầu xe, lùi xe khi cần thiết.|||1|1|57|85|104|1|1|1|1||Xe cơ giới, xe máy chuyên dùng phải bật đèn chiếu gần.
107|Xe kéo rơ moóc, ô tô đầu kéo khi tham gia giao thông phải tuân thủ điều kiện nào dưới đây?|Chỉ được kéo rơ moóc phù hợp với thiết kế của xe; việc kết nối xe kéo với rơ moóc phải bảo đảm chắc chắn, an toàn.|Phải có tổng trọng lượng tương đương tổng trọng lượng của rơ moóc hoặc phải có hệ thống hãm có hiệu lực cho rơ moóc.|Phải được lắp phanh phụ theo quy định để đảm bảo an toàn|||1|1|0|0|107|1|1|1|1||Chỉ được kéo rơ moóc phù hợp với thiết kế của xe.
108|Xe ô tô kéo xe khác thế nào là đúng quy tắc giao thông?|Xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực. Việc nối, xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì xe kéo nhau phải nối bằng thành nối cứng. Phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu, có đèn cảnh báo nhấp nháy màu vàng.|Được kéo theo một xe ô tô và xe máy chuyên dùng khác khi xe này không tự chạy được và phải đảm bảo an toàn; xe được kéo phải có người ngồi trên xe để kịp thời phát hiện các trường hợp mất an toàn.|Được kéo theo một xe ô tô và xe máy chuyên dùng khác khi xe này không tự chạy được và, hệ thống phanh bị hỏng, xe kéo nhau phải nối bằng dây cáp có độ dài phù hợp.|||1|1|0|0|108|1|1|1|1||Khoản 1, Điều 29 Luật Trật tự an toàn giao thông đường bộ năm 2024
110|Người lái xe mô tô hai bánh, xe gắn máy được phép chở tối đa 2 người trong những trường hợp nào dưới đây?|Chở người bệnh đi cấp cứu; người già yếu hoặc người khuyết tật; trẻ em dưới 12 tuổi.|Áp giải người, có hành vi vi phạm pháp luật,|Cả ý 1 và ý 2.|||4|1|59|89|110|1|1|1|1||Khoản 1, Điều 33 Luật Trật tự an toàn giao thông đường bộ năm 2024
111|Người lái xe mô tô hai bánh, xe gắn máy không được thực hiện những hành vi nào dưới đây?|Buông cả hai tay, đi xe bằng một bánh; sử dụng xe để kéo, đẩy xe khác, vật khác, dẫn dắt vật nuôi, mang, vác và chở vật cồng kềnh; chở người đứng trên xe, giá đèo hàng hoặc ngồi trên tay lái; xếp hàng hóa trên xe quá giới hạn quy định; Ngồi về một bên điều khiển xe; đứng, nằm trên xe điều khiển xe; thay người lái xe khi xe đang chạy; quay người về phía sau để điều khiển xe hoặc bịt mắt điều khiển xe; sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy.|Chở 02 người; trong đó, có người bệnh đi cấp cứu hoặc trẻ em dưới 14 tuổi hoặc áp giải người có hành vi vi phạm pháp luật.|Điều khiển phương tiện tham gia giao thông trên đường tỉnh lộ hoặc quốc lộ|||1|1|60|90|111|1|1|1|1||Khoản 3, Điều 33 Luật Trật tự an toàn giao thông đường bộ năm 2024
114|Khi có tín hiệu của xe ưu tiên, người lái xe phải thực hiện như thế nào để bảo đảm an toàn giao thông?|Đi sát lề đường bên trái để nhường đường.|Giảm tốc độ, đi sát lề đường bên phải hoặc dừng lại để nhường đường.|Tăng tốc độ, đi sát lề đường bên phải để nhường đường.|||2|1|0|93|114|1|1|1|1|1|Khoản 5, Điều 27 Luật Trật tự an toàn giao thông đường bộ năm 2024
123|Khái niệm đường bộ trong khu đông dân cư được quy định như thế nào?|Là đoạn đường nằm trong khu công nghiệp có đông người và phương tiện tham gia giao thông và được xác định cụ thể bằng biển chỉ dẫn địa giới.|Là đoạn đường bộ nằm trong khu vực nội thành phố, nội thị xã, nội thị trấn (gọi chung là nội đô thị) và những đoạn đường có đông dân cư sinh sống sát dọc theo đường, được xác định bằng biển báo “Bắt đầu khu đông dân cư” và biển báo “Hết khu đông dân cư”.|Là đoạn đường nằm ngoài khu vực nội thành phố, nội thị xã có đông người và phương tiện tham gia giao thông và được xác định cụ thể bằng biển chỉ dẫn địa giới.|||2|1|68|100|123|1|1|1|1||Xác định bằng biển báo “Bắt đầu khu đông dân cư” và biển báo “Hết khu đông dân cư”.
124|Tốc độ tối đa cho phép đối với xe máy chuyên dùng, xe gắn máy và các loại xe tương tự tham gia giao thông trên đường bộ (trừ đường cao tốc) là nhiêu km/h?|50 km/h.|40 km/h.|60 km/h.|||2|1|69|101|124|1|1|1|1||Xe gắn máy tốc độ tối đa 40km/h.
125|Trên đường bộ (trừ đường cao tốc) trong khu vực đông dân cư, đường đôi, xe mô tô hai bánh, ô tô chở người đến 28 chỗ tham gia giao thông với tốc độ tối đa cho phép là bao nhiêu?|60 km/h.|50 km/h.|40 km/h.|||1|1|70|102|125|1|1|1|1||Khu vực đông dân cư, đường đôi, xe mô tô hai bánh và ô tô đến 28 chỗ tối đa 60km/h.
126|Trên đường bộ (trừ đường cao tốc) trong khu vực đông dân cư, đường hai chiều, xe mô tô hai bánh, ô tô chở người đến 28 chỗ tham gia giao thông với tốc độ tối đa cho phép là bao nhiêu?|60 km/h.|50 km/h.|40 km/h.|||2|1|71|103|126|1|1|1|1||Khu vực đông dân cư, đường hai chiều, xe mô tô hai bánh và ô tô đến 28 chỗ tối đa 50km/h.
127|Trên đường bộ (trừ đường cao tốc) trong khu vực đông dân cư, đường hai chiều hoặc đường một chiều có một làn xe cơ giới, loại xe nào dưới đây được tham gia giao thông với tốc độ tối đa cho phép là 50 km/h?|Ô tô con, ô tô tải, ô tô chở người trên 28 chỗ.|Xe gắn máy, xe máy chuyên dùng.|Tất cả các phương án trả lời trên.|||1|1|72|104|127|1|1|1|1||Khu vực đông dân cư, đường hai chiều, ô tô con tối đa 50km/h; xe gắn máy tối đa 40km/h.
128|Trên đường bộ (trừ đường cao tốc) trong khu vực đông dân cư, đường đôi hoặc đường một chiều có từ hai làn xe cơ giới trở lên, loại xe nào dưới đây được tham gia giao thông với tốc độ tối đa cho phép là 60km/h?|Ô tô con, ô tô tải, ô tô chở người trên 28 chỗ.|Xe gắn máy, xe máy chuyên dùng.|Tất cả các phương án trả lời trên.|||1|1|0|105|128|1|1|1|1||Xe gắn máy tốc độ tối đa 40km/h.
129|Trên đường bộ (trừ đường cao tốc) ngoài khu vực đông dân cư, đường đôi, đường một chiều có từ hai làn xe cơ giới trở lên, loại xe nào dưới đây tham gia giao thông với tốc độ tối đa cho phép là 90 km/h?|Xe ô tô chở người trên 28 chỗ không kể chỗ người lái xe (trừ xe buýt); ô tô tải có trọng tải trên 3,5 tấn (trừ ô tô xi téc).|Xe ô tô chở người đến 28 chỗ không kể chỗ của người lái xe (trừ xe buýt), ô tô tải có trọng tải không lớn hơn 3,5 tấn.|Xe buýt; ô tô đầu kéo kéo sơ mi rơ moóc (trừ ô tô đầu kéo kéo sơ mi rơ moóc xi téc); xe mô tô; ô tô chuyên dùng (trừ ô tô trộn vữa, ô tô trộn bê tông lưu động).|||2|1|0|106|129|1|1|1|1||Ngoài khu vực đông dân cư, đường đôi: ô tô con, tải nhỏ hơn 3,5 tấn, xe ô tô đến 28 chỗ tốc độ tối đa 90 km/h.
